Users,HealthStatus,JobType,ActivityType
14988,COVID19,Others,Working
14989,COVID19,Others,Working
14990,COVID19,Others,Working
14991,COVID19,Others,Working
14992,HEALTHY,Others,Working
14993,HEALTHY,Others,Working
14994,HEALTHY,Cleaning_Staff,Working
14995,HEALTHY,Others,Working
14996,HEALTHY,Cleaning_Staff,Working
14997,COVID19,Others,Working
14998,COVID19,Others,Working
14999,COVID19,Others,Working
15000,COVID19,Others,Working
15001,COVID19,Others,Working
15002,HEALTHY,Others,Working
15003,COVID19,Others,Working
15004,HEALTHY,Others,Working
15005,HEALTHY,Others,Working
15006,HEALTHY,Others,Working
15007,HEALTHY,Others,Working
15008,HEALTHY,Others,Working
15009,HEALTHY,Others,Working
15010,HEALTHY,Others,Working
15011,HEALTHY,Others,Working
15012,HEALTHY,Others,Working
15013,HEALTHY,Others,Working
15014,COVID19,Others,Working
15015,HEALTHY,Others,Working
15016,HEALTHY,Others,Working
15017,HEALTHY,Others,Working
15018,COVID19,Others,Working
15019,HEALTHY,Others,Working
15020,HEALTHY,Others,Working
15021,HEALTHY,Others,Working
15022,HEALTHY,Others,Working
15023,HEALTHY,Others,Working
15024,HEALTHY,Others,Working
15025,HEALTHY,Others,Working
15026,HEALTHY,Others,Working
15027,HEALTHY,Others,Working
15028,HEALTHY,Others,Working
15029,HEALTHY,Others,Working
15030,HEALTHY,Others,Working
15031,HEALTHY,Others,Working
15032,HEALTHY,Others,Working
15033,HEALTHY,Others,Working
15034,HEALTHY,Others,Working
15035,HEALTHY,Others,Working
15036,COVID19,Others,Working
15037,HEALTHY,Others,Working
15038,HEALTHY,Others,Working
15039,HEALTHY,Others,Working
15040,HEALTHY,Others,Working
15041,COVID19,Others,Working
15042,COVID19,Others,Working
15043,HEALTHY,Others,Working
15044,HEALTHY,Others,Working
15045,HEALTHY,Others,Working
15046,HEALTHY,Others,Working
15047,HEALTHY,Others,Working
15048,HEALTHY,Cleaning_Staff,Working
15049,HEALTHY,Others,Working
15050,HEALTHY,Others,Working
15051,COVID19,Others,Working
15052,HEALTHY,Others,Working
15053,HEALTHY,Others,Working
15054,HEALTHY,Others,Working
15055,HEALTHY,Others,Working
15056,HEALTHY,Others,Working
15057,HEALTHY,Others,Working
15058,HEALTHY,Cleaning_Staff,Working
15059,HEALTHY,Others,Working
15060,HEALTHY,Others,Working
15061,HEALTHY,Others,Working
15062,HEALTHY,Cleaning_Staff,Working
15063,HEALTHY,Cleaning_Staff,Working
15064,HEALTHY,Cleaning_Staff,Working
15065,HEALTHY,Others,Working
15066,HEALTHY,Others,Working
15067,COVID19,Others,Working
15068,HEALTHY,Others,Working
15069,HEALTHY,Others,Working
15070,COVID19,Others,Working
15071,HEALTHY,Cleaning_Staff,Working
15072,HEALTHY,Others,Working
15073,HEALTHY,Others,Working
15074,HEALTHY,Others,Working
15075,HEALTHY,Others,Working
15076,COVID19,Others,Working
15077,HEALTHY,Others,Working
15078,HEALTHY,Cleaning_Staff,Working
15079,HEALTHY,Others,Working
15080,HEALTHY,Others,Working
15081,COVID19,Others,Working
15082,HEALTHY,Others,Working
15083,COVID19,Others,Working
15084,COVID19,Others,Working
15085,HEALTHY,Others,Working
15086,COVID19,Others,Working
15087,HEALTHY,Others,Working
15088,HEALTHY,Others,Working
15089,HEALTHY,Cleaning_Staff,Working
15090,HEALTHY,Others,Working
15091,HEALTHY,Others,Working
15092,HEALTHY,Others,Working
15093,HEALTHY,Others,Working
15094,HEALTHY,Others,Working
15095,COVID19,Others,Working
15096,HEALTHY,Others,Working
15097,COVID19,Others,Working
15098,HEALTHY,Others,Working
15099,HEALTHY,Others,Working
15100,HEALTHY,Others,Working
15101,HEALTHY,Others,Working
15102,HEALTHY,Others,Working
15103,HEALTHY,Others,Working
15104,HEALTHY,Others,Working
15105,HEALTHY,Others,Working
15106,HEALTHY,Others,Working
15107,HEALTHY,Others,Working
15108,HEALTHY,Others,Working
15109,COVID19,Others,Working
15110,HEALTHY,Others,Working
15111,HEALTHY,Others,Working
15112,HEALTHY,Others,Working
15113,HEALTHY,Others,Working
15114,HEALTHY,Cleaning_Staff,Working
15115,HEALTHY,Others,Working
15116,HEALTHY,Others,Working
15117,COVID19,Others,Working
15118,HEALTHY,Others,Working
15119,HEALTHY,Cleaning_Staff,Working
15120,HEALTHY,Others,Working
15121,HEALTHY,Others,Working
15122,HEALTHY,Others,Working
15123,HEALTHY,Cleaning_Staff,Working
15124,HEALTHY,Others,Working
15125,HEALTHY,Others,Working
15126,HEALTHY,Others,Working
15127,HEALTHY,Cleaning_Staff,Working
15128,COVID19,Others,Working
15129,COVID19,Others,Working
15130,HEALTHY,Others,Working
15131,HEALTHY,Others,Working
15132,COVID19,Others,Working
15133,HEALTHY,Others,Working
15134,HEALTHY,Others,Working
15135,COVID19,Others,Working
15136,COVID19,Others,Working
15137,HEALTHY,Others,Working
15138,HEALTHY,Others,Working
15139,HEALTHY,Others,Working
15140,HEALTHY,Others,Working
15141,HEALTHY,Cleaning_Staff,Working
15142,HEALTHY,Others,Working
15143,COVID19,Others,Working
15144,HEALTHY,Others,Working
15145,HEALTHY,Others,Working
15146,HEALTHY,Others,Working
15147,HEALTHY,Others,Working
15148,HEALTHY,Others,Working
15149,HEALTHY,Others,Working
15150,HEALTHY,Others,Working
15151,COVID19,Others,Working
15152,HEALTHY,Others,Working
15153,HEALTHY,Others,Working
15154,HEALTHY,Others,Working
15155,HEALTHY,Others,Working
15156,COVID19,Others,Working
15157,HEALTHY,Others,Working
15158,HEALTHY,Others,Working
15159,HEALTHY,Others,Working
15160,HEALTHY,Others,Working
15161,HEALTHY,Cleaning_Staff,Working
15162,HEALTHY,Others,Working
15163,HEALTHY,Others,Working
15164,HEALTHY,Others,Working
15165,HEALTHY,Cleaning_Staff,Working
15166,HEALTHY,Others,Working
15167,HEALTHY,Others,Working
15168,HEALTHY,Others,Working
15169,HEALTHY,Cleaning_Staff,Working
15170,HEALTHY,Others,Working
15171,HEALTHY,Others,Working
15172,HEALTHY,Others,Working
15173,HEALTHY,Others,Working
15174,COVID19,Others,Working
15175,COVID19,Others,Working
15176,HEALTHY,Others,Working
15177,HEALTHY,Others,Working
15178,HEALTHY,Others,Working
15179,COVID19,Others,Working
15180,HEALTHY,Others,Working
15181,HEALTHY,Others,Working
15182,HEALTHY,Others,Working
15183,HEALTHY,Others,Working
15184,HEALTHY,Others,Working
15185,HEALTHY,Others,Working
15186,HEALTHY,Others,Working
15187,HEALTHY,Others,Working
15188,HEALTHY,Others,Working
15189,HEALTHY,Others,Working
15190,COVID19,Others,Working
15191,HEALTHY,Others,Working
15192,HEALTHY,Cleaning_Staff,Working
15193,HEALTHY,Others,Working
15194,HEALTHY,Others,Working
15195,HEALTHY,Others,Working
15196,COVID19,Others,Working
15197,HEALTHY,Others,Working
15198,HEALTHY,Others,Working
15199,HEALTHY,Others,Working
15200,HEALTHY,Others,Working
15201,HEALTHY,Others,Working
15202,HEALTHY,Others,Working
15203,HEALTHY,Others,Working
15204,HEALTHY,Others,Working
15205,HEALTHY,Others,Working
15206,COVID19,Others,Working
15207,HEALTHY,Others,Working
15208,HEALTHY,Others,Working
15209,HEALTHY,Others,Working
15210,HEALTHY,Others,Working
15211,HEALTHY,Others,Working
15212,HEALTHY,Others,Working
15213,COVID19,Others,Working
15214,COVID19,Others,Working
15215,COVID19,Others,Working
15216,HEALTHY,Others,Working
15217,HEALTHY,Others,Working
15218,HEALTHY,Others,Working
15219,HEALTHY,Others,Working
15220,HEALTHY,Others,Working
15221,COVID19,Others,Working
15222,HEALTHY,Others,Working
15223,HEALTHY,Others,Working
15224,COVID19,Others,Working
15225,HEALTHY,Cleaning_Staff,Working
15226,COVID19,Others,Working
15227,HEALTHY,Others,Working
15228,COVID19,Others,Working
15229,HEALTHY,Others,Working
15230,HEALTHY,Others,Working
15231,HEALTHY,Others,Working
15232,HEALTHY,Others,Working
15233,COVID19,Others,Working
15234,HEALTHY,Others,Working
15235,HEALTHY,Others,Working
15236,HEALTHY,Others,Working
15237,HEALTHY,Cleaning_Staff,Working
15238,COVID19,Others,Working
15239,HEALTHY,Others,Working
15240,HEALTHY,Others,Working
15241,HEALTHY,Cleaning_Staff,Working
15242,HEALTHY,Others,Working
15243,HEALTHY,Others,Working
15244,HEALTHY,Others,Working
15245,HEALTHY,Others,Working
15246,HEALTHY,Others,Working
15247,HEALTHY,Others,Working
15248,HEALTHY,Others,Working
15249,HEALTHY,Others,Working
15250,HEALTHY,Others,Working
15251,HEALTHY,Others,Working
15252,COVID19,Others,Working
15253,HEALTHY,Cleaning_Staff,Working
15254,COVID19,Others,Working
15255,HEALTHY,Others,Working
15256,HEALTHY,Others,Working
15257,HEALTHY,Others,Working
15258,HEALTHY,Others,Working
15259,HEALTHY,Cleaning_Staff,Working
15260,HEALTHY,Others,Working
15261,COVID19,Others,Working
15262,HEALTHY,Others,Working
15263,HEALTHY,Others,Working
15264,HEALTHY,Others,Working
15265,COVID19,Others,Working
15266,HEALTHY,Others,Working
15267,COVID19,Others,Working
15268,HEALTHY,Others,Working
15269,HEALTHY,Others,Working
15270,HEALTHY,Others,Working
15271,HEALTHY,Others,Working
15272,COVID19,Others,Working
15273,HEALTHY,Others,Working
15274,HEALTHY,Cleaning_Staff,Working
15275,HEALTHY,Others,Working
15276,COVID19,Others,Working
15277,HEALTHY,Others,Working
15278,HEALTHY,Others,Working
15279,HEALTHY,Others,Working
15280,HEALTHY,Others,Working
15281,HEALTHY,Others,Working
15282,COVID19,Others,Working
15283,COVID19,Others,Working
15284,HEALTHY,Others,Working
15285,HEALTHY,Others,Working
15286,HEALTHY,Others,Working
15287,COVID19,Others,Working
15288,HEALTHY,Others,Working
15289,HEALTHY,Others,Working
15290,HEALTHY,Others,Working
15291,HEALTHY,Cleaning_Staff,Working
15292,HEALTHY,Others,Working
15293,HEALTHY,Others,Working
15294,HEALTHY,Others,Working
15295,COVID19,Others,Working
15296,HEALTHY,Others,Working
15297,HEALTHY,Cleaning_Staff,Working
15298,HEALTHY,Others,Working
15299,HEALTHY,Others,Working
15300,HEALTHY,Cleaning_Staff,Working
15301,HEALTHY,Others,Working
15302,HEALTHY,Others,Working
15303,HEALTHY,Others,Working
15304,HEALTHY,Cleaning_Staff,Working
15305,HEALTHY,Others,Working
15306,HEALTHY,Others,Working
15307,HEALTHY,Others,Working
15308,HEALTHY,Others,Working
15309,HEALTHY,Others,Working
15310,HEALTHY,Others,Working
15311,HEALTHY,Others,Working
15312,HEALTHY,Others,Working
15313,COVID19,Others,Working
15314,HEALTHY,Others,Working
15315,HEALTHY,Others,Working
15316,HEALTHY,Others,Working
15317,HEALTHY,Others,Working
15318,HEALTHY,Cleaning_Staff,Working
15319,HEALTHY,Others,Working
15320,HEALTHY,Others,Working
15321,HEALTHY,Others,Working
15322,COVID19,Others,Working
15323,COVID19,Others,Working
15324,HEALTHY,Others,Working
15325,HEALTHY,Others,Working
15326,COVID19,Others,Working
15327,HEALTHY,Others,Working
15328,HEALTHY,Others,Working
15329,HEALTHY,Others,Working
15330,HEALTHY,Others,Working
15331,HEALTHY,Others,Working
15332,HEALTHY,Others,Working
15333,HEALTHY,Others,Working
15334,HEALTHY,Others,Working
15335,HEALTHY,Cleaning_Staff,Working
15336,HEALTHY,Cleaning_Staff,Working
15337,HEALTHY,Others,Working
15338,HEALTHY,Others,Working
15339,HEALTHY,Cleaning_Staff,Working
15340,HEALTHY,Others,Working
15341,HEALTHY,Others,Working
15342,HEALTHY,Others,Working
15343,HEALTHY,Others,Working
15344,HEALTHY,Others,Working
15345,HEALTHY,Others,Working
15346,HEALTHY,Others,Working
15347,HEALTHY,Others,Working
15348,HEALTHY,Others,Working
15349,HEALTHY,Others,Working
15350,HEALTHY,Others,Working
15351,HEALTHY,Others,Working
15352,COVID19,Others,Working
15353,COVID19,Others,Working
15354,HEALTHY,Others,Working
15355,HEALTHY,Others,Working
15356,COVID19,Others,Working
15357,HEALTHY,Others,Working
15358,HEALTHY,Others,Working
15359,HEALTHY,Others,Working
15360,HEALTHY,Others,Working
15361,COVID19,Others,Working
15362,HEALTHY,Others,Working
15363,HEALTHY,Others,Working
15364,COVID19,Others,Working
15365,HEALTHY,Others,Working
15366,HEALTHY,Others,Working
15367,HEALTHY,Others,Working
15368,HEALTHY,Others,Working
15369,HEALTHY,Others,Working
15370,HEALTHY,Others,Working
15371,HEALTHY,Cleaning_Staff,Working
15372,HEALTHY,Others,Working
15373,HEALTHY,Others,Working
15374,HEALTHY,Others,Working
15375,HEALTHY,Others,Working
15376,HEALTHY,Others,Working
15377,HEALTHY,Others,Working
15378,COVID19,Others,Working
15379,COVID19,Others,Working
15380,HEALTHY,Others,Working
15381,HEALTHY,Others,Working
15382,HEALTHY,Others,Working
15383,HEALTHY,Others,Working
15384,HEALTHY,Others,Working
15385,HEALTHY,Others,Working
15386,HEALTHY,Others,Working
15387,HEALTHY,Others,Working
15388,COVID19,Others,Working
15389,HEALTHY,Others,Working
15390,HEALTHY,Others,Working
15391,HEALTHY,Cleaning_Staff,Working
15392,HEALTHY,Others,Working
15393,COVID19,Others,Working
15394,HEALTHY,Others,Working
15395,COVID19,Others,Working
15396,COVID19,Others,Working
15397,HEALTHY,Others,Working
15398,COVID19,Others,Working
15399,COVID19,Others,Working
15400,HEALTHY,Cleaning_Staff,Working
15401,HEALTHY,Others,Working
15402,HEALTHY,Others,Working
15403,HEALTHY,Others,Working
15404,COVID19,Others,Working
15405,HEALTHY,Others,Working
15406,HEALTHY,Cleaning_Staff,Working
15407,HEALTHY,Others,Working
15408,HEALTHY,Others,Working
15409,HEALTHY,Others,Working
15410,HEALTHY,Others,Working
15411,HEALTHY,Others,Working
15412,HEALTHY,Others,Working
15413,COVID19,Others,Working
15414,HEALTHY,Others,Working
15415,HEALTHY,Others,Working
15416,HEALTHY,Others,Working
15417,COVID19,Others,Working
15418,HEALTHY,Others,Working
15419,HEALTHY,Others,Working
15420,HEALTHY,Others,Working
15421,HEALTHY,Others,Working
15422,HEALTHY,Others,Working
15423,COVID19,Others,Working
15424,COVID19,Others,Working
15425,HEALTHY,Others,Working
15426,HEALTHY,Others,Working
15427,COVID19,Others,Working
15428,HEALTHY,Others,Working
15429,HEALTHY,Others,Working
15430,COVID19,Others,Working
15431,COVID19,Others,Working
15432,HEALTHY,Others,Working
15433,HEALTHY,Others,Working
15434,HEALTHY,Others,Working
15435,COVID19,Others,Working
15436,HEALTHY,Others,Working
15437,HEALTHY,Others,Working
15438,COVID19,Others,Working
15439,COVID19,Others,Working
15440,COVID19,Others,Working
15441,HEALTHY,Others,Working
15442,COVID19,Others,Working
15443,HEALTHY,Cleaning_Staff,Working
15444,HEALTHY,Others,Working
15445,HEALTHY,Cleaning_Staff,Working
15446,HEALTHY,Others,Working
15447,HEALTHY,Others,Working
15448,COVID19,Others,Working
15449,HEALTHY,Others,Working
15450,COVID19,Others,Working
15451,HEALTHY,Others,Working
15452,HEALTHY,Others,Working
15453,COVID19,Others,Working
15454,HEALTHY,Others,Working
15455,HEALTHY,Others,Working
15456,HEALTHY,Others,Working
15457,HEALTHY,Others,Working
15458,HEALTHY,Others,Working
15459,HEALTHY,Others,Working
15460,HEALTHY,Others,Working
15461,HEALTHY,Cleaning_Staff,Working
15462,HEALTHY,Others,Working
15463,COVID19,Others,Working
15464,COVID19,Others,Working
15465,HEALTHY,Others,Working
15466,HEALTHY,Others,Working
15467,COVID19,Others,Working
15468,COVID19,Others,Working
15469,HEALTHY,Others,Working
15470,HEALTHY,Cleaning_Staff,Working
15471,HEALTHY,Others,Working
15472,COVID19,Others,Working
15473,HEALTHY,Others,Working
15474,HEALTHY,Cleaning_Staff,Working
15475,HEALTHY,Others,Working
15476,HEALTHY,Others,Working
15477,HEALTHY,Others,Working
15478,COVID19,Others,Working
15479,COVID19,Others,Working
15480,HEALTHY,Others,Working
15481,HEALTHY,Others,Working
15482,HEALTHY,Others,Working
15483,HEALTHY,Others,Working
15484,HEALTHY,Others,Working
15485,COVID19,Others,Working
15486,HEALTHY,Others,Working
15487,HEALTHY,Others,Working
15488,HEALTHY,Others,Working
15489,HEALTHY,Others,Working
15490,HEALTHY,Others,Working
15491,HEALTHY,Cleaning_Staff,Working
15492,HEALTHY,Others,Working
15493,HEALTHY,Others,Working
15494,COVID19,Others,Working
15495,HEALTHY,Others,Working
15496,HEALTHY,Cleaning_Staff,Working
15497,HEALTHY,Others,Working
15498,HEALTHY,Others,Working
15499,HEALTHY,Others,Working
15500,HEALTHY,Others,Working
15501,HEALTHY,Others,Working
15502,COVID19,Others,Working
15503,HEALTHY,Others,Working
15504,COVID19,Others,Working
15505,HEALTHY,Others,Working
15506,HEALTHY,Others,Working
15507,COVID19,Others,Working
15508,HEALTHY,Others,Working
15509,HEALTHY,Others,Working
15510,HEALTHY,Others,Working
15511,HEALTHY,Others,Working
15512,HEALTHY,Others,Working
15513,HEALTHY,Others,Working
15514,HEALTHY,Cleaning_Staff,Working
15515,HEALTHY,Others,Working
15516,HEALTHY,Others,Working
15517,HEALTHY,Others,Working
15518,HEALTHY,Others,Working
15519,HEALTHY,Cleaning_Staff,Working
15520,HEALTHY,Others,Working
15521,HEALTHY,Others,Working
15522,HEALTHY,Others,Working
15523,HEALTHY,Others,Working
15524,HEALTHY,Others,Working
15525,COVID19,Others,Working
15526,HEALTHY,Others,Working
15527,HEALTHY,Others,Working
15528,COVID19,Others,Working
15529,HEALTHY,Others,Working
15530,HEALTHY,Others,Working
15531,HEALTHY,Others,Working
15532,HEALTHY,Others,Working
15533,HEALTHY,Others,Working
15534,HEALTHY,Others,Working
15535,COVID19,Others,Working
15536,HEALTHY,Others,Working
15537,HEALTHY,Others,Working
15538,HEALTHY,Others,Working
15539,HEALTHY,Others,Working
15540,COVID19,Others,Working
15541,HEALTHY,Others,Working
15542,HEALTHY,Others,Working
15543,HEALTHY,Others,Working
15544,HEALTHY,Others,Working
15545,HEALTHY,Others,Working
15546,HEALTHY,Others,Working
15547,COVID19,Others,Working
15548,HEALTHY,Others,Working
15549,HEALTHY,Others,Working
15550,COVID19,Others,Working
15551,COVID19,Others,Working
15552,HEALTHY,Cleaning_Staff,Working
15553,HEALTHY,Others,Working
15554,HEALTHY,Others,Working
15555,COVID19,Others,Working
15556,HEALTHY,Others,Working
15557,HEALTHY,Others,Working
15558,COVID19,Others,Working
15559,HEALTHY,Cleaning_Staff,Working
15560,HEALTHY,Others,Working
15561,COVID19,Others,Working
15562,HEALTHY,Others,Working
15563,COVID19,Others,Working
15564,HEALTHY,Others,Working
15565,HEALTHY,Others,Working
15566,COVID19,Others,Working
15567,HEALTHY,Others,Working
15568,HEALTHY,Others,Working
15569,COVID19,Others,Working
15570,HEALTHY,Others,Working
15571,HEALTHY,Others,Working
15572,HEALTHY,Others,Working
15573,COVID19,Others,Working
15574,HEALTHY,Others,Working
15575,HEALTHY,Cleaning_Staff,Working
15576,HEALTHY,Others,Working
15577,COVID19,Others,Working
15578,HEALTHY,Others,Working
15579,HEALTHY,Others,Working
15580,HEALTHY,Others,Working
15581,HEALTHY,Others,Working
15582,HEALTHY,Others,Working
15583,HEALTHY,Others,Working
15584,HEALTHY,Others,Working
15585,HEALTHY,Others,Working
15586,HEALTHY,Others,Working
15587,HEALTHY,Others,Working
15588,HEALTHY,Cleaning_Staff,Working
15589,COVID19,Others,Working
15590,HEALTHY,Others,Working
15591,HEALTHY,Others,Working
15592,HEALTHY,Others,Working
15593,HEALTHY,Others,Working
15594,HEALTHY,Others,Working
15595,HEALTHY,Others,Working
15596,HEALTHY,Others,Working
15597,HEALTHY,Others,Working
15598,HEALTHY,Others,Working
15599,HEALTHY,Cleaning_Staff,Working
15600,HEALTHY,Cleaning_Staff,Working
15601,HEALTHY,Others,Working
15602,HEALTHY,Others,Working
15603,HEALTHY,Others,Working
15604,HEALTHY,Others,Working
15605,COVID19,Others,Working
15606,HEALTHY,Others,Working
15607,HEALTHY,Cleaning_Staff,Working
15608,HEALTHY,Cleaning_Staff,Working
15609,HEALTHY,Others,Working
15610,HEALTHY,Others,Working
15611,HEALTHY,Others,Working
15612,HEALTHY,Others,Working
15613,HEALTHY,Others,Working
15614,HEALTHY,Others,Working
15615,HEALTHY,Cleaning_Staff,Working
15616,HEALTHY,Others,Working
15617,HEALTHY,Others,Working
15618,HEALTHY,Others,Working
15619,HEALTHY,Others,Working
15620,HEALTHY,Others,Working
15621,HEALTHY,Others,Working
15622,HEALTHY,Others,Working
15623,HEALTHY,Others,Working
15624,HEALTHY,Others,Working
15625,HEALTHY,Others,Working
15626,COVID19,Others,Working
15627,HEALTHY,Others,Working
15628,HEALTHY,Cleaning_Staff,Working
15629,HEALTHY,Others,Working
15630,HEALTHY,Others,Working
15631,HEALTHY,Others,Working
15632,COVID19,Others,Working
15633,HEALTHY,Cleaning_Staff,Working
15634,HEALTHY,Others,Working
15635,HEALTHY,Others,Working
15636,HEALTHY,Others,Working
15637,HEALTHY,Others,Working
15638,HEALTHY,Cleaning_Staff,Working
15639,HEALTHY,Others,Working
15640,HEALTHY,Others,Working
15641,HEALTHY,Cleaning_Staff,Working
15642,HEALTHY,Cleaning_Staff,Working
15643,HEALTHY,Others,Working
15644,HEALTHY,Cleaning_Staff,Working
15645,HEALTHY,Others,Working
15646,HEALTHY,Others,Working
15647,HEALTHY,Others,Working
15648,HEALTHY,Others,Working
15649,HEALTHY,Cleaning_Staff,Working
15650,HEALTHY,Others,Working
15651,HEALTHY,Others,Working
15652,COVID19,Others,Working
15653,HEALTHY,Others,Working
15654,COVID19,Others,Working
15655,HEALTHY,Others,Working
15656,HEALTHY,Others,Working
15657,HEALTHY,Others,Working
15658,COVID19,Others,Working
15659,COVID19,Others,Working
15660,COVID19,Others,Working
15661,HEALTHY,Others,Working
15662,HEALTHY,Others,Working
15663,HEALTHY,Cleaning_Staff,Working
15664,COVID19,Others,Working
15665,HEALTHY,Others,Working
15666,HEALTHY,Others,Working
15667,HEALTHY,Others,Working
15668,HEALTHY,Others,Working
15669,HEALTHY,Others,Working
15670,HEALTHY,Others,Working
15671,COVID19,Others,Working
15672,HEALTHY,Others,Working
15673,HEALTHY,Others,Working
15674,COVID19,Others,Working
15675,COVID19,Others,Working
15676,COVID19,Others,Working
15677,HEALTHY,Cleaning_Staff,Working
15678,HEALTHY,Others,Working
15679,HEALTHY,Others,Working
15680,HEALTHY,Others,Working
15681,HEALTHY,Others,Working
15682,COVID19,Others,Working
15683,HEALTHY,Others,Working
15684,HEALTHY,Others,Working
15685,HEALTHY,Others,Working
15686,HEALTHY,Others,Working
15687,COVID19,Others,Working
15688,HEALTHY,Others,Working
15689,COVID19,Others,Working
15690,HEALTHY,Others,Working
15691,COVID19,Others,Working
15692,HEALTHY,Cleaning_Staff,Working
15693,HEALTHY,Others,Working
15694,HEALTHY,Others,Working
15695,HEALTHY,Others,Working
15696,HEALTHY,Others,Working
15697,HEALTHY,Others,Working
15698,HEALTHY,Others,Working
15699,COVID19,Others,Working
15700,HEALTHY,Others,Working
15701,HEALTHY,Others,Working
15702,HEALTHY,Others,Working
15703,HEALTHY,Others,Working
15704,HEALTHY,Others,Working
15705,HEALTHY,Others,Working
15706,HEALTHY,Others,Working
15707,HEALTHY,Others,Working
15708,HEALTHY,Others,Working
15709,HEALTHY,Others,Working
15710,HEALTHY,Others,Working
15711,HEALTHY,Others,Working
15712,HEALTHY,Others,Working
15713,HEALTHY,Others,Working
15714,HEALTHY,Others,Working
15715,HEALTHY,Cleaning_Staff,Working
15716,COVID19,Others,Working
15717,HEALTHY,Others,Working
15718,COVID19,Others,Working
15719,HEALTHY,Others,Working
15720,HEALTHY,Others,Working
15721,HEALTHY,Others,Working
15722,HEALTHY,Others,Working
15723,HEALTHY,Others,Working
15724,HEALTHY,Others,Working
15725,HEALTHY,Others,Working
15726,HEALTHY,Others,Working
15727,HEALTHY,Others,Working
15728,HEALTHY,Others,Working
15729,HEALTHY,Others,Working
15730,HEALTHY,Cleaning_Staff,Working
15731,HEALTHY,Others,Working
15732,HEALTHY,Cleaning_Staff,Working
15733,HEALTHY,Others,Working
15734,COVID19,Others,Working
15735,HEALTHY,Others,Working
15736,COVID19,Others,Working
15737,HEALTHY,Others,Working
15738,HEALTHY,Others,Working
15739,HEALTHY,Others,Working
15740,HEALTHY,Others,Working
15741,COVID19,Others,Working
15742,HEALTHY,Cleaning_Staff,Working
15743,HEALTHY,Others,Working
15744,COVID19,Others,Working
15745,HEALTHY,Others,Working
15746,HEALTHY,Others,Working
15747,HEALTHY,Others,Working
15748,HEALTHY,Others,Working
15749,HEALTHY,Others,Working
15750,HEALTHY,Others,Working
15751,HEALTHY,Others,Working
15752,HEALTHY,Others,Working
15753,HEALTHY,Others,Working
15754,COVID19,Others,Working
15755,HEALTHY,Others,Working
15756,COVID19,Others,Working
15757,HEALTHY,Others,Working
15758,HEALTHY,Others,Working
15759,HEALTHY,Others,Working
15760,HEALTHY,Cleaning_Staff,Working
15761,HEALTHY,Cleaning_Staff,Working
15762,HEALTHY,Others,Working
15763,HEALTHY,Others,Working
15764,HEALTHY,Others,Working
15765,HEALTHY,Others,Working
15766,HEALTHY,Others,Working
15767,COVID19,Others,Working
15768,HEALTHY,Others,Working
15769,HEALTHY,Others,Working
15770,HEALTHY,Others,Working
15771,HEALTHY,Others,Working
15772,HEALTHY,Cleaning_Staff,Working
15773,HEALTHY,Others,Working
15774,COVID19,Others,Working
15775,HEALTHY,Others,Working
15776,HEALTHY,Others,Working
15777,COVID19,Others,Working
15778,COVID19,Others,Working
15779,HEALTHY,Others,Working
15780,HEALTHY,Others,Working
15781,COVID19,Others,Working
15782,COVID19,Others,Working
15783,COVID19,Others,Working
15784,HEALTHY,Others,Working
15785,HEALTHY,Others,Working
15786,HEALTHY,Others,Working
15787,HEALTHY,Others,Working
15788,HEALTHY,Others,Working
15789,COVID19,Others,Working
15790,HEALTHY,Others,Working
15791,HEALTHY,Others,Working
15792,HEALTHY,Others,Working
15793,HEALTHY,Cleaning_Staff,Working
15794,HEALTHY,Others,Working
15795,COVID19,Others,Working
15796,HEALTHY,Others,Working
15797,HEALTHY,Others,Working
15798,HEALTHY,Others,Working
15799,HEALTHY,Others,Working
15800,HEALTHY,Others,Working
15801,HEALTHY,Others,Working
15802,COVID19,Others,Working
15803,COVID19,Others,Working
15804,HEALTHY,Others,Working
15805,COVID19,Others,Working
15806,HEALTHY,Others,Working
15807,HEALTHY,Others,Working
15808,HEALTHY,Others,Working
15809,HEALTHY,Others,Working
15810,HEALTHY,Cleaning_Staff,Working
15811,HEALTHY,Others,Working
15812,HEALTHY,Others,Working
15813,HEALTHY,Cleaning_Staff,Working
15814,COVID19,Others,Working
15815,HEALTHY,Others,Working
15816,HEALTHY,Others,Working
15817,HEALTHY,Cleaning_Staff,Working
15818,HEALTHY,Others,Working
15819,HEALTHY,Others,Working
15820,HEALTHY,Others,Working
15821,HEALTHY,Others,Working
15822,HEALTHY,Others,Working
15823,HEALTHY,Others,Working
15824,HEALTHY,Others,Working
15825,HEALTHY,Cleaning_Staff,Working
15826,HEALTHY,Others,Working
15827,HEALTHY,Others,Working
15828,HEALTHY,Cleaning_Staff,Working
15829,HEALTHY,Others,Working
15830,HEALTHY,Others,Working
15831,HEALTHY,Others,Working
15832,HEALTHY,Others,Working
15833,HEALTHY,Others,Working
15834,HEALTHY,Others,Working
15835,HEALTHY,Others,Working
15836,COVID19,Others,Working
15837,HEALTHY,Others,Working
15838,HEALTHY,Others,Working
15839,HEALTHY,Others,Working
15840,HEALTHY,Others,Working
15841,HEALTHY,Others,Working
15842,HEALTHY,Others,Working
15843,HEALTHY,Others,Working
15844,HEALTHY,Others,Working
15845,COVID19,Others,Working
15846,HEALTHY,Others,Working
15847,COVID19,Others,Working
